cpu_usage,gpu_wrk_util,avg_mem,max_mem,avg_gpu_wrk_mem,max_gpu_wrk_mem,read,write,read_count,write_count,memory_pressure,is_init_failure,cpu_gpu_imbalance,gpu_stress_score,gpu_/dev/nvidia1,gpu_/dev/nvidia2,gpu_/dev/nvidia3,gpu_/dev/nvidia4,gpu_/dev/nvidia5,gpu_/dev/nvidia6,gpu_/dev/nvidia7
3225.574340083004,704.8152418313159,137.65722429661244,1255.7109375,117.60336479344322,117.986328125,132346197.31873034,73251416.03755397,32756.76996400081,3294.857390597156,0.8543203264075787,0,2520.7590982516876,5.177451071409619,0,0,0,0,1,0,0
28.0,0.0,0.3658203125,3.6640625,0.0,0.0,130971128.42857143,189303981.2857144,11672.571428571431,11029.428571428569,0.0,1,28.0,0.0,0,0,0,0,1,0,0
2141.0272727272727,159.05454545454543,42.56858132102273,695.0703125,58.34321732954545,243.60546875,665787637.4821428,477266540.17857134,20569.089285714286,33755.78571428572,1.3705699254941421,0,1981.9727272727273,0.5796387722238577,0,1,0,0,0,0,0
1243.1201952410008,58.90012180267966,77.88608199078304,1095.265625,55.61939636304812,57.326171875,39979252.59342665,43397229.25684723,3255.7991479001826,3138.471089470481,0.7141121358451444,0,1184.2200734383212,0.2046272333705606,0,0,0,0,1,0,0
84.2,0.0,0.709329044117647,8.421875,0.0,0.0,115942431.0526316,142293448.15789473,15880.105263157897,14941.526315789468,0.0,1,84.2,0.0,0,0,0,1,0,0,0
303.6363636363636,24.4,4.372111002604167,142.125,3.07046875,12.9990234375,138199848.15384614,151791178.0,22138.19230769231,17997.23076923077,0.7022851771538124,0,279.23636363636365,0.00467967266984734,0,0,1,0,0,0,0
1034.714285714286,390.4347826086956,16.761888586956527,206.4375,33.69921875,60.208984375,108370317.52,60512888.63999999,22862.12,6862.520000000002,1.774644917557934,0,644.2795031055904,0.8218438352568916,0,1,0,0,0,0,0
1023.4285714285712,335.72727272727275,16.42715731534091,204.8671875,31.06569602272728,60.728515625,112825047.41666672,62958407.16666664,23812.66666666667,7143.33333333333,1.774644917557934,0,687.7012987012985,0.6514613865601656,0,0,0,0,1,0,0
711.92,168.8571428571428,11.651548032407405,192.125,11.472726004464288,36.59765625,97041865.62068965,47184215.72413793,22534.620689655167,6582.827586206899,0.9846525090532396,0,543.0628571428572,0.121006033897821,0,0,0,0,0,1,0
490.7808988764045,62.1340782122905,47.537339799859545,1926.3359375,12.987495635474858,91.11328125,1196363606.766667,1120453892.511111,211355.0444444444,20641.294444444444,0.27320619307168786,0,428.646820664114,0.05040530451639188,0,0,0,0,0,0,0
1309.2573529411764,302.72992700729924,108.88943102760037,1816.5703125,52.1627865533759,116.3125,865470129.2862319,741038265.0289855,157011.75362318844,15440.637681159418,0.479043613885301,0,1006.5274259338771,0.986363761474745,0,0,1,0,0,0,0
203.78947368421044,0.5238095238095238,2.0876581101190474,84.859375,0.2576264880952381,5.41015625,158080764.13043478,184706926.04347825,24655.34782608696,21187.217391304348,0.12340453968324684,1,203.26566416040092,8.429171153123748e-06,0,0,0,0,0,0,1
0.6451612903225806,0.0,0.4492340087890625,3.671875,0.0,0.0,13895042.257575754,20083604.37878788,1278.8636363636365,1206.3333333333333,0.0,1,0.6451612903225806,0.0,0,0,0,1,0,0,0
122.92523364485984,0.3636363636363637,2.8675010751146783,160.515625,2.8025568181818192,21.6015625,193201649.10810807,260922102.52252248,20614.35135135135,24083.09009009009,0.9773516189770698,1,122.56159728122348,6.365649185252449e-05,0,0,0,0,0,1,0
4308.462395543175,544.7534626038781,195.5951431570292,1957.4765625,150.0241083795014,194.251953125,588002419.9008265,286572071.5867768,144491.1900826446,3228.597796143251,0.7670134644348396,0,3763.708932939297,5.10483867862158,0,0,0,0,1,0,0
